id,lucsum,soilsum,vegsum,ADMIN,ADM0_A3,NAME,NAME_LONG,BRK_NAME,cstock,tot_H,tot_S
sorg,70096.2999868393,10065684.46813965,15767697.99462891,Rwanda,RWA,Rwanda,Rwanda,Rwanda,0.4,954957.1401346609,1033936.0086129718
sorg,124139.600281015,20291763.7057972,16351273.7139163,Uganda,UGA,Uganda,Uganda,Uganda,0.4,631332.645587557,721235.2231125731
sorg,7094.800106048584,712594.2444152832,467570.2549266815,Lesotho,LSO,Lesotho,Lesotho,Lesotho,0.4,332247.5498565035,387488.97013193497
sorg,399597.6987109259,43147067.52074242,6047645.321728706,Cameroon,CMR,Cameroon,Cameroon,Cameroon,0.4,153004.13802717946,212391.08448098166
sorg,NA,NA,NA,Gabon,GAB,Gabon,Gabon,Gabon,0.4,178902.58405574173,225828.78401621588
sorg,492136.5005697086,13980069.76510629,677931.2758165468,Niger,NER,Niger,Niger,Niger,0.4,29623.918861864942,45247.71096407124
sorg,843531.6001887023,71459978.97965431,9569497.249512613,Burkina Faso,BFA,Burkina Faso,Burkina Faso,Burkina Faso,0.4,117785.69719307829,164379.07725141587
sorg,127767.4000301361,13936626.61859131,9869929.25366211,Togo,TGO,Togo,Togo,Togo,0.4,381768.6629420902,441761.62388844485
sorg,65668.99962157011,7737061.636557579,3026316.006299973,Ghana,GHA,Ghana,Ghana,Ghana,0.4,275510.2726516423,340310.7709785411
sorg,10441.80001759529,1288354.446594238,352137.6617736816,Guinea-Bissau,GNB,Guinea-Bissau,Guinea-Bissau,Guinea-Bissau,0.4,235289.73533130495,303151.1140622508
sorg,109862.9997319579,0.003417469080886804,NA,Egypt,EGY,Egypt,Egypt,Egypt,0.4,-1466.6666381522443,-1466.6666210435908
sorg,52190.80016930401,634839.1671233103,42210.0847946112,Mauritania,MRT,Mauritania,Mauritania,Mauritania,0.4,12648.966964550113,19339.06446804039
sorg,NA,NA,NA,Equatorial Guinea,GNQ,Eq. Guinea,Equatorial Guinea,Eq. Guinea,0.4,178902.58405574173,225828.78401621588
sorg,11839.30002212524,1142153.362160683,55550.53089368343,Gambia,GMB,Gambia,The Gambia,Gambia,0.4,104169.57812147435,157228.82554441548
sorg,NA,NA,NA,Bir Tawil,BRT,Bir Tawil,Bir Tawil,Bir Tawil,0.4,178902.58405574173,225828.78401621588
sorg,464.5999922007322,66528.60424184799,60458.12612915039,Madagascar,MDG,Madagascar,Madagascar,Madagascar,0.4,606937.0234761416,685694.5201340565
sorg,NA,NA,NA,Comoros,COM,Comoros,Comoros,Comoros,0.4,178902.58405574173,225828.78401621588
sorg,NA,NA,NA,São Tomé and Principe,STP,São Tomé and Principe,São Tomé and Principe,Sao Tome and Principe,0.4,178902.58405574173,225828.78401621588
sorg,NA,NA,NA,Cabo Verde,CPV,Cabo Verde,Republic of Cabo Verde,Cabo Verde,0.4,178902.58405574173,225828.78401621588
soyb,8631.200060226023,1094618.907657623,946511.3979510367,Ethiopia,ETH,Ethiopia,Ethiopia,Ethiopia,0.7,515778.6881648835,585530.3327810236
soyb,0.9000000134110451,119.6934471130371,83.55222058296204,South Sudan,SDS,S. Sudan,South Sudan,S. Sudan,0.7,459741.2545827175,532887.2489507244
soyb,NA,NA,NA,Somalia,SOM,Somalia,Somalia,Somalia,0.7,319927.8379058782,377300.57809062116
soyb,1503.200013145804,268982.2493972778,306414.6443967819,Kenya,KEN,Kenya,Kenya,Kenya,0.7,908880.5211686173,1007297.3891001861
soyb,77153.40028303117,9784253.74095726,3738248.840234518,Malawi,MWI,Malawi,Malawi,Malawi,0.7,291338.8720853904,361087.44489988044
soyb,3858.000019609928,464881.0102291107,235936.9418273568,United Republic of Tanzania,TZA,Tanzania,Tanzania,Tanzania,0.7,332125.6712062468,398399.531840354
soyb,NA,NA,NA,Somaliland,SOL,Somaliland,Somaliland,Somaliland,0.7,319927.8379058782,377300.57809062116
soyb,904.4000035375357,52771.88451910019,18598.83658492565,Morocco,MAR,Morocco,Morocco,Morocco,0.7,126325.37354187938,158417.96130390553
soyb,NA,NA,NA,Western Sahara,SAH,W. Sahara,Western Sahara,W. Sahara,0.7,319927.8379058782,377300.57809062116
soyb,38.70000028610229,4050.822357177734,5180.471565246582,Republic of the Congo,COG,Congo,Republic of the Congo,Republic of the Congo,0.7,584211.5262387202,641781.3525947123
soyb,22980.50003288686,3312387.911872864,2708156.211809158,Democratic Republic of the Congo,COD,Dem. Rep. Congo,Democratic Republic of the Congo,Democratic Republic of the Congo,0.7,561662.2090016023,640938.6977169444
soyb,9.400000415742397,1.589115469716489,0.03478782891761512,Namibia,NAM,Namibia,Namibia,Namibia,0.7,-2398.1300195173535,-2305.149863167537
soyb,195394.5996323377,11073390.93033387,4209897.910163337,South Africa,ZAF,South Africa,South Africa,South Africa,0.7,128383.22006621619,159552.78679499734
soyb,NA,NA,NA,Libya,LBY,Libya,Libya,Libya,0.7,319927.8379058782,377300.57809062116
soyb,NA,NA,NA,Tunisia,TUN,Tunisia,Tunisia,Tunisia,0.7,319927.8379058782,377300.57809062116
soyb,36454.59981267154,4624637.214733601,635640.2939361185,Zambia,ZMB,Zambia,Zambia,Zambia,0.7,177655.6342692646,247428.73508984604
soyb,35.09999847412109,5506.30224609375,3479.572021484375,Sierra Leone,SLE,Sierra Leone,Sierra Leone,Sierra Leone,0.7,504723.22635588585,591004.3194329818
soyb,1.999999985098839,244.7422504425049,92.76056575775146,Guinea,GIN,Guinea,Guinea,Guinea,0.7,279667.9041115038,346972.0234846474
soyb,668.1999975442886,89209.14595031738,91410.50019073486,Liberia,LBR,Liberia,Liberia,Liberia,0.7,621418.4964872986,694847.1562493371
soyb,1.800000071525574,254.4987640380859,250.3466491699219,Central African Republic,CAF,Central African Rep.,Central African Republic,Central African Rep.,0.7,637004.5564327372,714768.0645765526
soyb,NA,NA,NA,Sudan,SDN,Sudan,Sudan,Sudan,0.7,319927.8379058782,377300.57809062116
soyb,NA,NA,NA,Djibouti,DJI,Djibouti,Djibouti,Djibouti,0.7,319927.8379058782,377300.57809062116
soyb,3.899999916553497,358.2574844360352,20.82624745368958,Eritrea,ERI,Eritrea,Eritrea,Eritrea,0.7,101219.38719413949,151742.87966999286
soyb,10.10000029206276,1124.292601585388,1220.54380941391,Ivory Coast,CIV,Côte d'Ivoire,Côte d'Ivoire,Côte d'Ivoire,0.7,542574.7881275997,603798.6408989618
soyb,2779.100007921457,255508.3332049251,29153.11329284683,Mali,MLI,Mali,Mali,Mali,0.7,120174.7675647975,170741.34770302492
soyb,0.6000000238418579,39.81048202514648,2.249093055725098,Senegal,SEN,Senegal,Senegal,Senegal,0.7,71999.35769375067,108492.29810003578
soyb,214842.1002314687,23211128.96889114,12848335.7019574,Nigeria,NGA,Nigeria,Nigeria,Nigeria,0.7,315748.19056249876,375169.13701170974
soyb,31322.70014479756,3199449.425310135,2560420.42650342,Benin,BEN,Benin,Benin,Benin,0.7,390791.4031492456,446971.0165218445
soyb,8867.199990235269,1087452.636915684,665696.7391530275,Angola,AGO,Angola,Angola,Angola,0.7,385122.75402827206,452573.46574812324
soyb,226.4999924004078,4322.79500412941,196.0951560735703,Botswana,BWA,Botswana,Botswana,Botswana,0.7,18102.551066075095,28599.40462917877
soyb,27683.40000908077,2481703.158635378,233663.0163448602,Zimbabwe,ZWE,Zimbabwe,Zimbabwe,Zimbabwe,0.7,110557.40603826348,159862.64805339632
soyb,3.200000047683716,383.2794799804688,27.0283088684082,Chad,TCD,Chad,Chad,Chad,0.7,138196.86951691602,204073.02915692783
soyb,NA,NA,NA,Algeria,DZA,Algeria,Algeria,Algeria,0.7,319927.8379058782,377300.57809062116
soyb,1739.500005245209,195583.8186340332,68531.45107269287,Mozambique,MOZ,Mozambique,Mozambique,Mozambique,0.7,244956.8475899732,306797.08899517776
soyb,316.5,25384.37158203125,9599.771484375,eSwatini,SWZ,eSwatini,Kingdom of eSwatini,eSwatini,0.7,182166.88591754704,226278.74806641653
soyb,3664.299971103668,489875.0981445312,640930.0784912109,Burundi,BDI,Burundi,Burundi,Burundi,0.7,761325.249890548,834853.9746413059
soyb,27805.1004140377,3933814.873748779,4479476.515625,Rwanda,RWA,Rwanda,Rwanda,Rwanda,0.7,717831.5298256808,795644.5263027413
soyb,72933.90003482252,11629535.96117496,11601193.3781867,Uganda,UGA,Uganda,Uganda,Uganda,0.7,726835.1203262408,814534.3215974235
soyb,43.60000020265579,2820.219848632812,124.2584280967712,Lesotho,LSO,Lesotho,Lesotho,Lesotho,0.7,67176.81384100119,102752.98149096289
soyb,6898.700052157044,865520.4871759415,932374.1927676201,Cameroon,CMR,Cameroon,Cameroon,Cameroon,0.7,607997.5152150401,677001.2788730823
soyb,459.699999243021,52276.1679058075,79242.194439888,Gabon,GAB,Gabon,Gabon,Gabon,0.7,733727.7298613711,796272.633919538
soyb,106.1000022888184,6677.577514648438,407.2811965942383,Niger,NER,Niger,Niger,Niger,0.7,69200.31679244438,103815.46810091607
soyb,15272.80001886934,1724827.912433147,320695.1885666996,Burkina Faso,BFA,Burkina Faso,Burkina Faso,Burkina Faso,0.7,177948.6682906045,240062.71094592506
soyb,2805.400000706315,309350.6247444153,227417.271856308,Togo,TGO,Togo,Togo,Togo,0.7,395748.98738415446,456397.3240087327
soyb,15.70000004768372,1691.158325195312,1047.6591796875,Ghana,GHA,Ghana,Ghana,Ghana,0.7,340850.2403762934,400094.64012358186
soyb,NA,NA,NA,Guinea-Bissau,GNB,Guinea-Bissau,Guinea-Bissau,Guinea-Bissau,0.7,319927.8379058782,377300.57809062116
soyb,3947.300022363663,31.34552611410618,1.008349281037226,Egypt,EGY,Egypt,Egypt,Egypt,0.7,-2558.450752129811,-2554.0831998117496
soyb,NA,NA,NA,Mauritania,MRT,Mauritania,Mauritania,Mauritania,0.7,319927.8379058782,377300.57809062116
soyb,NA,NA,NA,Equatorial Guinea,GNQ,Eq. Guinea,Equatorial Guinea,Eq. Guinea,0.7,319927.8379058782,377300.57809062116
soyb,NA,NA,NA,Gambia,GMB,Gambia,The Gambia,Gambia,0.7,319927.8379058782,377300.57809062116
soyb,NA,NA,NA,Bir Tawil,BRT,Bir Tawil,Bir Tawil,Bir Tawil,0.7,319927.8379058782,377300.57809062116
soyb,44.10000067204237,7945.311675548553,8285.47017109394,Madagascar,MDG,Madagascar,Madagascar,Madagascar,0.7,851475.4895535475,950566.6767408089
soyb,NA,NA,NA,Comoros,COM,Comoros,Comoros,Comoros,0.7,319927.8379058782,377300.57809062116
soyb,NA,NA,NA,São Tomé and Principe,STP,São Tomé and Principe,São Tomé and Principe,Sao Tome and Principe,0.7,319927.8379058782,377300.57809062116
soyb,NA,NA,NA,Cabo Verde,CPV,Cabo Verde,Republic of Cabo Verde,Cabo Verde,0.7,319927.8379058782,377300.57809062116
sugb,NA,NA,NA,Ethiopia,ETH,Ethiopia,Ethiopia,Ethiopia,3.5,-7495.467261426878,-5347.030952075557
sugb,NA,NA,NA,South Sudan,SDS,S. Sudan,South Sudan,S. Sudan,3.5,-7495.467261426878,-5347.030952075557
sugb,NA,NA,NA,Somalia,SOM,Somalia,Somalia,Somalia,3.5,-7495.467261426878,-5347.030952075557
sugb,NA,NA,NA,Kenya,KEN,Kenya,Kenya,Kenya,3.5,-7495.467261426878,-5347.030952075557
sugb,NA,NA,NA,Malawi,MWI,Malawi,Malawi,Malawi,3.5,-7495.467261426878,-5347.030952075557
sugb,NA,NA,NA,United Republic of Tanzania,TZA,Tanzania,Tanzania,Tanzania,3.5,-7495.467261426878,-5347.030952075557
sugb,NA,NA,NA,Somaliland,SOL,Somaliland,Somaliland,Somaliland,3.5,-7495.467261426878,-5347.030952075557
sugb,15795.2000894174,454115.4209301472,57947.3632722944,Morocco,MAR,Morocco,Morocco,Morocco,3.5,26972.818596262478,42785.43762594603
sugb,NA,NA,NA,Western Sahara,SAH,W. Sahara,Western Sahara,W. Sahara,3.5,-7495.467261426878,-5347.030952075557
sugb,NA,NA,NA,Republic of the Congo,COG,Congo,Republic of the Congo,Republic of the Congo,3.5,-7495.467261426878,-5347.030952075557
sugb,NA,NA,NA,Democratic Republic of the Congo,COD,Dem. Rep. Congo,Democratic Republic of the Congo,Democratic Republic of the Congo,3.5,-7495.467261426878,-5347.030952075557
sugb,NA,NA,NA,Namibia,NAM,Namibia,Namibia,Namibia,3.5,-7495.467261426878,-5347.030952075557
sugb,NA,NA,NA,South Africa,ZAF,South Africa,South Africa,South Africa,3.5,-7495.467261426878,-5347.030952075557
sugb,NA,NA,NA,Libya,LBY,Libya,Libya,Libya,3.5,-7495.467261426878,-5347.030952075557
sugb,NA,NA,NA,Tunisia,TUN,Tunisia,Tunisia,Tunisia,3.5,-7495.467261426878,-5347.030952075557
sugb,NA,NA,NA,Zambia,ZMB,Zambia,Zambia,Zambia,3.5,-7495.467261426878,-5347.030952075557
sugb,NA,NA,NA,Sierra Leone,SLE,Sierra Leone,Sierra Leone,Sierra Leone,3.5,-7495.467261426878,-5347.030952075557
sugb,0.2000000029802322,23.84813690185547,8.767752647399902,Guinea,GIN,Guinea,Guinea,Guinea,3.5,257212.75531183547,322795.13081468444
sugb,NA,NA,NA,Liberia,LBR,Liberia,Liberia,Liberia,3.5,-7495.467261426878,-5347.030952075557
sugb,NA,NA,NA,Central African Republic,CAF,Central African Rep.,Central African Republic,Central African Rep.,3.5,-7495.467261426878,-5347.030952075557
sugb,NA,NA,NA,Sudan,SDN,Sudan,Sudan,Sudan,3.5,-7495.467261426878,-5347.030952075557
sugb,NA,NA,NA,Djibouti,DJI,Djibouti,Djibouti,Djibouti,3.5,-7495.467261426878,-5347.030952075557
sugb,NA,NA,NA,Eritrea,ERI,Eritrea,Eritrea,Eritrea,3.5,-7495.467261426878,-5347.030952075557
sugb,NA,NA,NA,Ivory Coast,CIV,Côte d'Ivoire,Côte d'Ivoire,Côte d'Ivoire,3.5,-7495.467261426878,-5347.030952075557
sugb,321.8000063449144,28853.05444342643,3308.098887083121,Mali,MLI,Mali,Mali,Mali,3.5,107049.60140397363,156363.3976469591
sugb,0.1000000014901161,6.635079860687256,0.3748488426208496,Senegal,SEN,Senegal,Senegal,Senegal,3.5,61732.68850794404,98225.6271979368
sugb,NA,NA,NA,Nigeria,NGA,Nigeria,Nigeria,Nigeria,3.5,-7495.467261426878,-5347.030952075557
sugb,NA,NA,NA,Benin,BEN,Benin,Benin,Benin,3.5,-7495.467261426878,-5347.030952075557
sugb,NA,NA,NA,Angola,AGO,Angola,Angola,Angola,3.5,-7495.467261426878,-5347.030952075557
sugb,NA,NA,NA,Botswana,BWA,Botswana,Botswana,Botswana,3.5,-7495.467261426878,-5347.030952075557
sugb,NA,NA,NA,Zimbabwe,ZWE,Zimbabwe,Zimbabwe,Zimbabwe,3.5,-7495.467261426878,-5347.030952075557
sugb,NA,NA,NA,Chad,TCD,Chad,Chad,Chad,3.5,-7495.467261426878,-5347.030952075557
sugb,0.3000000044703484,10.06384062767029,0.5969606190919876,Algeria,DZA,Algeria,Algeria,Algeria,3.5,25213.475584286316,43663.84979341651
sugb,NA,NA,NA,Mozambique,MOZ,Mozambique,Mozambique,Mozambique,3.5,-7495.467261426878,-5347.030952075557
sugb,NA,NA,NA,eSwatini,SWZ,eSwatini,Kingdom of eSwatini,eSwatini,3.5,-7495.467261426878,-5347.030952075557
sugb,NA,NA,NA,Burundi,BDI,Burundi,Burundi,Burundi,3.5,-7495.467261426878,-5347.030952075557
sugb,NA,NA,NA,Rwanda,RWA,Rwanda,Rwanda,Rwanda,3.5,-7495.467261426878,-5347.030952075557
sugb,NA,NA,NA,Uganda,UGA,Uganda,Uganda,Uganda,3.5,-7495.467261426878,-5347.030952075557
sugb,NA,NA,NA,Lesotho,LSO,Lesotho,Lesotho,Lesotho,3.5,-7495.467261426878,-5347.030952075557
sugb,NA,NA,NA,Cameroon,CMR,Cameroon,Cameroon,Cameroon,3.5,-7495.467261426878,-5347.030952075557
sugb,NA,NA,NA,Gabon,GAB,Gabon,Gabon,Gabon,3.5,-7495.467261426878,-5347.030952075557
sugb,NA,NA,NA,Niger,NER,Niger,Niger,Niger,3.5,-7495.467261426878,-5347.030952075557
sugb,1.200000010430813,105.5071096420288,7.260193258523941,Burkina Faso,BFA,Burkina Faso,Burkina Faso,Burkina Faso,3.5,89946.2983730881,138303.72320534525
sugb,NA,NA,NA,Togo,TGO,Togo,Togo,Togo,3.5,-7495.467261426878,-5347.030952075557
sugb,NA,NA,NA,Ghana,GHA,Ghana,Ghana,Ghana,3.5,-7495.467261426878,-5347.030952075557
sugb,NA,NA,NA,Guinea-Bissau,GNB,Guinea-Bissau,Guinea-Bissau,Guinea-Bissau,3.5,-7495.467261426878,-5347.030952075557
sugb,114204.2999037802,25959.79770717936,1180.934602399444,Egypt,EGY,Egypt,Egypt,Egypt,3.5,-12587.05035802146,-12462.029769908946
sugb,NA,NA,NA,Mauritania,MRT,Mauritania,Mauritania,Mauritania,3.5,-7495.467261426878,-5347.030952075557
sugb,NA,NA,NA,Equatorial Guinea,GNQ,Eq. Guinea,Equatorial Guinea,Eq. Guinea,3.5,-7495.467261426878,-5347.030952075557
sugb,NA,NA,NA,Gambia,GMB,Gambia,The Gambia,Gambia,3.5,-7495.467261426878,-5347.030952075557
sugb,NA,NA,NA,Bir Tawil,BRT,Bir Tawil,Bir Tawil,Bir Tawil,3.5,-7495.467261426878,-5347.030952075557
sugb,NA,NA,NA,Madagascar,MDG,Madagascar,Madagascar,Madagascar,3.5,-7495.467261426878,-5347.030952075557
sugb,NA,NA,NA,Comoros,COM,Comoros,Comoros,Comoros,3.5,-7495.467261426878,-5347.030952075557
sugb,NA,NA,NA,São Tomé and Principe,STP,São Tomé and Principe,São Tomé and Principe,Sao Tome and Principe,3.5,-7495.467261426878,-5347.030952075557
sugb,NA,NA,NA,Cabo Verde,CPV,Cabo Verde,Republic of Cabo Verde,Cabo Verde,3.5,-7495.467261426878,-5347.030952075557
sugc,16875.40007353574,2355147.186757445,1903635.371414684,Ethiopia,ETH,Ethiopia,Ethiopia,Ethiopia,12,497550.4961793409,574309.0291369063
sugc,33.79999888688326,1709.522469520569,153.1199464797974,South Sudan,SDS,S. Sudan,South Sudan,S. Sudan,12,18973.43602317252,46791.110259877605
sugc,4818.80000166595,247015.5712280925,14283.08755994728,Somalia,SOM,Somalia,Somalia,Somalia,12,13857.197071713075,42050.640279250634
sugc,42142.50018835068,7466570.567863464,8507785.220581055,Kenya,KEN,Kenya,Kenya,Kenya,12,858641.4820982518,956087.38098823
sugc,9137.899995923042,1027085.299274445,632817.0179643631,Malawi,MWI,Malawi,Malawi,Malawi,12,312955.5286217693,374774.64623664564
sugc,47775.29967419058,4872020.798765182,3780283.830862522,United Republic of Tanzania,TZA,Tanzania,Tanzania,Tanzania,12,339609.5200591294,395697.3197714239
sugc,173.1000011414289,2818.507826702669,333.0048266376834,Somaliland,SOL,Somaliland,Somaliland,Somaliland,12,-22020.50926019107,-13065.111834052892
sugc,2546.299991726875,156014.1327056885,76044.07238352299,Morocco,MAR,Morocco,Morocco,Morocco,12,121668.31157250132,155367.31532968814
sugc,NA,NA,NA,Western Sahara,SAH,W. Sahara,Western Sahara,W. Sahara,12,358068.7334473573,412395.25970418495
sugc,3550.099988207221,400486.7559070587,526176.6475830078,Republic of the Congo,COG,Congo,Republic of the Congo,Republic of the Congo,12,602862.691665251,664908.1879838255
sugc,41471.49994138628,5266798.140419006,6308984.927276611,Democratic Republic of the Congo,COD,Dem. Rep. Congo,Democratic Republic of the Congo,Democratic Republic of the Congo,12,630218.2720241637,700067.1798602573
sugc,NA,NA,NA,Namibia,NAM,Namibia,Namibia,Namibia,12,358068.7334473573,412395.25970418495
sugc,148417.3999182582,17190924.46328735,11808935.87518144,South Africa,ZAF,South Africa,South Africa,South Africa,12,353916.81433267565,417622.339830464
sugc,NA,NA,NA,Libya,LBY,Libya,Libya,Libya,12,358068.7334473573,412395.25970418495
sugc,NA,NA,NA,Tunisia,TUN,Tunisia,Tunisia,Tunisia,12,358068.7334473573,412395.25970418495
sugc,13792.69999124855,1295510.044696808,649120.3402748108,Zambia,ZMB,Zambia,Zambia,Zambia,12,214662.8282287047,266322.8023480101
sugc,939.9999941661954,97338.24821853638,121822.7675123215,Sierra Leone,SLE,Sierra Leone,Sierra Leone,Sierra Leone,12,526117.2465299182,583070.477224013
sugc,3765.500001586974,442386.7224006653,380405.7046005726,Guinea,GIN,Guinea,Guinea,Guinea,12,434115.01216587966,498731.3173624861
sugc,9786.400005042553,1285588.572814941,1651154.477210999,Liberia,LBR,Liberia,Liberia,Liberia,12,695055.1450101467,767305.790261096
sugc,4014.799985863268,568354.2631502151,441234.8382606506,Central African Republic,CAF,Central African Rep.,Central African Republic,Central African Rep.,12,488741.97694562946,566602.6040835475
sugc,59812.7000516206,450823.4498259425,22961.29105953127,Sudan,SDN,Sudan,Sudan,Sudan,12,-35683.267447725746,-31537.77832601287
sugc,NA,NA,NA,Djibouti,DJI,Djibouti,Djibouti,Djibouti,12,358068.7334473573,412395.25970418495
sugc,NA,NA,NA,Eritrea,ERI,Eritrea,Eritrea,Eritrea,12,358068.7334473573,412395.25970418495
sugc,9853.19999165833,1131164.055950165,1214649.916578293,Ivory Coast,CIV,Côte d'Ivoire,Côte d'Ivoire,Côte d'Ivoire,12,513241.9873803827,576382.919392246
sugc,1696.29999448359,102089.3938732147,5782.382356643677,Mali,MLI,Mali,Mali,Mali,12,23667.28373406087,56768.24866530334
sugc,3043.400008678436,31171.33159255981,1355.483902454376,Senegal,SEN,Senegal,Senegal,Senegal,12,-32978.173038971654,-27344.9232765283
sugc,54873.19996015728,5342103.628838181,4000062.835308496,Nigeria,NGA,Nigeria,Nigeria,Nigeria,12,312527.87523668853,366072.3559302576
sugc,428.299999281764,42735.51059055328,41194.39080572128,Benin,BEN,Benin,Benin,Benin,12,400128.6901267984,455007.35196247464
sugc,12039.30014089495,1349142.435089111,1236298.904098868,Angola,AGO,Angola,Angola,Angola,12,435247.94738929323,496881.7907701471
sugc,NA,NA,NA,Botswana,BWA,Botswana,Botswana,Botswana,12,358068.7334473573,412395.25970418495
sugc,13867.19970664382,790569.516118288,51494.2809997946,Zimbabwe,ZWE,Zimbabwe,Zimbabwe,Zimbabwe,12,21874.949960999187,53230.46823890631
sugc,3292.400019310415,277717.382286232,85287.51518816862,Chad,TCD,Chad,Chad,Chad,12,128304.44441493358,174697.51918153488
sugc,NA,NA,NA,Algeria,DZA,Algeria,Algeria,Algeria,12,358068.7334473573,412395.25970418495
sugc,35958.89969681948,4137448.231641769,2712167.46046254,Mozambique,MOZ,Mozambique,Mozambique,Mozambique,12,338027.1203102463,401310.38388586254
sugc,17792.3002345562,1934220.188903809,1169499.326190948,eSwatini,SWZ,eSwatini,Kingdom of eSwatini,eSwatini,12,296664.1799705718,356455.2744256295
sugc,1973.000002712011,288764.5603580475,222859.5653448105,Burundi,BDI,Burundi,Burundi,Burundi,12,504328.7304133004,584825.6934029696
sugc,4494.199865959585,626724.1192045212,753737.6035547256,Rwanda,RWA,Rwanda,Rwanda,Rwanda,12,698779.9731210616,775478.4457843123
sugc,40772.79967350513,6724388.608935356,6246631.868627548,Uganda,UGA,Uganda,Uganda,Uganda,12,668934.6028707352,759642.4709722662
sugc,NA,NA,NA,Lesotho,LSO,Lesotho,Lesotho,Lesotho,12,358068.7334473573,412395.25970418495
sugc,33679.90006263554,4115530.47815609,3989058.112532616,Cameroon,CMR,Cameroon,Cameroon,Cameroon,12,502293.6642739025,569501.1606968809
sugc,476.9000007659197,54710.00070762634,80444.77280044556,Gabon,GAB,Gabon,Gabon,Gabon,12,679663.2425302786,742759.280150048
sugc,3106.900003485382,93306.68523102067,5027.733057379955,Niger,NER,Niger,Niger,Niger,12,-10537.014637678229,5980.632154780833
sugc,2217.100019186735,240990.3937797546,65788.95083582401,Burkina Faso,BFA,Burkina Faso,Burkina Faso,Burkina Faso,12,164440.7604664496,224223.6820450099
sugc,33.90000009536743,3242.919921875,2845.545959472656,Togo,TGO,Togo,Togo,Togo,12,351467.40635409375,404081.1512512504
sugc,3024.799989104271,399951.6131477356,219593.4059925079,Ghana,GHA,Ghana,Ghana,Ghana,12,343396.8983885188,416120.1819192077
sugc,222.8999977111816,26795.40353393555,7387.57120513916,Guinea-Bissau,GNB,Guinea-Bissau,Guinea-Bissau,Guinea-Bissau,12,187719.22321809956,253836.19089416187
sugc,113901.2005084008,2553.946914196014,154.0108566954732,Egypt,EGY,Egypt,Egypt,Egypt,12,-43974.48820147408,-43962.15583977343
sugc,NA,NA,NA,Mauritania,MRT,Mauritania,Mauritania,Mauritania,12,358068.7334473573,412395.25970418495
sugc,NA,NA,NA,Equatorial Guinea,GNQ,Eq. Guinea,Equatorial Guinea,Eq. Guinea,12,358068.7334473573,412395.25970418495
sugc,NA,NA,NA,Gambia,GMB,Gambia,The Gambia,Gambia,12,358068.7334473573,412395.25970418495
sugc,NA,NA,NA,Bir Tawil,BRT,Bir Tawil,Bir Tawil,Bir Tawil,12,358068.7334473573,412395.25970418495
sugc,60639.29999905825,10790271.46513557,11278044.53510794,Madagascar,MDG,Madagascar,Madagascar,Madagascar,12,801061.0765499035,898929.1143721859
sugc,NA,NA,NA,Comoros,COM,Comoros,Comoros,Comoros,12,358068.7334473573,412395.25970418495
sugc,NA,NA,NA,São Tomé and Principe,STP,São Tomé and Principe,São Tomé and Principe,Sao Tome and Principe,12,358068.7334473573,412395.25970418495
sugc,NA,NA,NA,Cabo Verde,CPV,Cabo Verde,Republic of Cabo Verde,Cabo Verde,12,358068.7334473573,412395.25970418495
swpy,56177.39996801317,8173697.200572014,7003978.309050739,Ethiopia,ETH,Ethiopia,Ethiopia,Ethiopia,1.2000000000000002,586118.7777635232,666142.6568122923
swpy,28779.39994938672,3149483.182005235,1478554.249172763,South Sudan,SDS,S. Sudan,South Sudan,S. Sudan,1.2000000000000002,284292.3231576496,344481.7556388432
swpy,553.7999987453222,27278.67622876167,1715.865257695317,Somalia,SOM,Somalia,Somalia,Somalia,1.2000000000000002,52113.10802724227,79204.60669067675
swpy,52258.89977749437,6944755.875604868,5913119.085933805,Kenya,KEN,Kenya,Kenya,Kenya,1.2000000000000002,532302.1308743134,605392.3747915346
swpy,506.999994635582,60608.3596496582,40002.18946838379,Malawi,MWI,Malawi,Malawi,Malawi,1.2000000000000002,394480.39421963517,460229.1085391926
swpy,196068.7997716367,23757602.85590744,19829928.5804466,United Republic of Tanzania,TZA,Tanzania,Tanzania,Tanzania,1.2000000000000002,477510.1297925521,544153.4794023216
swpy,6.399999789893627,527.0527107715607,37.91252475976944,Somaliland,SOL,Somaliland,Somaliland,Somaliland,1.2000000000000002,92810.04105482307,138103.63487370295
swpy,675.799999833107,15603.90690302849,861.7398943603039,Morocco,MAR,Morocco,Morocco,Morocco,1.2000000000000002,21440.920802125725,34140.164363512355
swpy,NA,NA,NA,Western Sahara,SAH,W. Sahara,Western Sahara,W. Sahara,1.2000000000000002,470384.22009744553,532117.482748663
swpy,618.8999959230423,65410.02207183838,74185.74318027496,Republic of the Congo,COG,Congo,Republic of the Congo,Republic of the Congo,1.2000000000000002,531992.9241348273,590121.0746866082
swpy,37764.10005370528,5438833.418920517,5732989.536968708,Democratic Republic of the Congo,COD,Dem. Rep. Congo,Democratic Republic of the Congo,Democratic Republic of the Congo,1.2000000000000002,684258.246833487,763469.9419659593
swpy,NA,NA,NA,Namibia,NAM,Namibia,Namibia,Namibia,1.2000000000000002,470384.22009744553,532117.482748663
swpy,12476.09999556094,585560.5131934583,149612.8907016255,South Africa,ZAF,South Africa,South Africa,South Africa,1.2000000000000002,82593.8845782043,108407.90357220019
swpy,NA,NA,NA,Libya,LBY,Libya,Libya,Libya,1.2000000000000002,470384.22009744553,532117.482748663
